model,experiment_id,case_id,seed,category,passed,passed_with_cost_gate,check_score,quality_check_score,keyword_coverage,cost_usd,input_tokens,output_tokens,rounds,duration_ms,error_category
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_70_interpretation_investor,42,interpretation,0,0,0.5714,0.4,0.0,0.00384855,21897,191,2,3868,keyword_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_71_interpretation_habitat_co2_link,42,interpretation,0,0,0.5,0.25,0.0,0.0018960400000000003,10862,75,1,2111,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_72_interpretation_erosion_project_risk,42,interpretation,0,0,0.625,0.5,0.6667,0.00192306,10854,118,1,2582,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_73_deep_dive_municipality,42,deep_dive,0,0,0.7778,0.7143,0.75,0.0019103500000000003,10853,99,1,2260,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_74_deep_dive_temporal_profile,42,tool_selection,0,0,0.5,0.25,0.0,0.0019319200000000002,10844,134,1,2400,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_75_deep_dive_community_ranking,42,deep_dive,0,0,0.625,0.5,1.0,0.00259677,10857,1138,1,6736,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_76_legend_ines_erosion_visual,42,tool_selection,0,0,0.8333,0.75,1.0,0.00197501,10849,198,1,2836,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_77_legend_mfe_forest_map,42,tool_selection,0,0,0.8,0.6667,1.0,0.0019956600000000002,10854,228,1,3018,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_78_legend_two_layers_compare,42,tool_selection,0,0,0.8333,0.75,1.0,0.0020498,10858,309,1,3208,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_79_list_layers_display_only,42,tool_selection,0,0,0.8,0.6667,1.0,0.0020129500000000003,10847,256,1,2920,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_80_list_layers_before_workflow,42,tool_selection,0,0,0.8571,0.8,1.0,0.00220088,10846,541,1,3967,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_81_list_layers_unavailable_indicator,42,tool_selection,0,0,0.75,0.6667,0.0,0.0019167400000000001,10844,111,1,2329,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_82_layer_bounds_ceuta_melilla,42,tool_selection,0,0,0.8333,0.75,1.0,0.0019292800000000002,10844,130,1,2488,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_83_layer_bounds_balearic_erosion,42,tool_selection,0,0,0.8,0.6667,1.0,0.0019034100000000001,10851,89,1,2215,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_84_layer_bounds_coverage_comparison,42,tool_selection,0,0,0.8333,0.75,1.0,0.00196319,10861,177,1,2795,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_85_multi_layer_municipality_lorca,42,cross_indicator,0,0,0.5,0.4,0.0,0.0,0,0,0,300072,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_86_multi_layer_with_chart_huelva,42,cross_indicator,1,1,1.0,1.0,1.0,0.00393388,22034,285,2,4753,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_87_multi_layer_comparison_two_provinces,42,deep_dive,0,0,0.3333,0.25,0.0,0.0,0,0,0,300102,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_88_interpretation_restoration_castilla_leon,42,interpretation,0,0,0.4,0.25,0.0,0.0,0,0,0,300078,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_89_interpretation_biodiversity_carbon_synergy,42,interpretation,0,0,0.3333,0.2,0.0,0.0,0,0,0,300102,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_90_interpretation_bank_risk_assessment,42,interpretation,0,0,0.6,0.3333,0.0,0.011687580000000001,66984,455,6,9867,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_91_deep_dive_temporal_municipality,42,deep_dive,0,0,0.6667,0.5714,0.6667,0.0019536500000000004,10867,161,1,2840,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_92_deep_dive_two_provinces_side_by_side,42,deep_dive,0,0,0.25,0.1429,0.0,0.0,0,0,0,300060,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_93_deep_dive_national_policy_brief,42,habitat_analysis,0,0,0.6364,0.5556,0.75,0.0019291700000000002,10855,127,1,149554,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_01_municipality_co2_lorca,1337,municipality,0,0,0.625,0.5,0.5,0.0019076300000000002,10837,99,1,3008,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_02_municipality_erosion_antequera,1337,municipality,1,1,1.0,1.0,1.0,0.0057359099999999994,32937,207,3,4822,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_03_municipality_province_hint,1337,municipality,1,1,1.0,1.0,1.0,0.0057120899999999995,32925,174,3,4412,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_04_municipality_multi_indicator,1337,municipality,0,0,0.875,0.8333,0.6667,0.00391294,22004,261,2,6628,keyword_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_05_followup_drill_down,1337,memory,1,1,1.0,1.0,1.0,0.00193742,11020,97,1,2220,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_06_followup_compare_new,1337,memory,0,0,0.6,0.5,0.6667,0.0018890900000000002,11023,23,1,1804,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_07_followup_switch_indicator,1337,memory,1,1,1.0,1.0,1.0,0.0076307300000000005,44413,122,4,4826,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_08_followup_chart_request,1337,memory,1,1,1.0,1.0,1.0,0.00390526,22514,118,2,3630,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_09_spatial_coastal_erosion,1337,spatial_reasoning,0,0,0.6667,0.5,1.0,0.00212954,10834,436,1,3670,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_10_spatial_inland_co2,1337,spatial_reasoning,0,0,0.8333,0.75,1.0,0.00606956,33568,550,3,6694,wrong_data
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_11_spatial_autonomous_community,1337,spatial_reasoning,0,0,0.375,0.1667,0.0,0.0018781400000000001,10846,52,1,2072,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_12_spatial_island_limitations,1337,spatial_reasoning,0,0,0.75,0.5,1.0,0.00190893,10833,102,1,2379,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_13_cross_indicator_tradeoff,1337,cross_indicator,0,0,0.6,0.3333,0.0,0.0038110600000000007,21824,153,2,4948,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_14_cross_indicator_low_risk,1337,cross_indicator,0,0,0.5,0.25,0.0,0.0019428000000000002,10842,151,1,2560,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_15_error_nonexistent_municipality,1337,error_handling,1,1,1.0,1.0,1.0,0.0037728600000000003,21774,108,2,3078,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_16_error_wrong_indicator_name,1337,error_handling,0,0,0.8333,0.75,0.0,0.00187097,10831,45,1,2468,keyword_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_17_error_ines_stats_fabrication,1337,error_handling,0,0,0.7143,0.6,,0.005757580000000001,32948,237,3,5482,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_18_error_fabricated_year,1337,error_handling,0,0,0.8333,0.75,0.5,0.00577549,32933,268,3,4727,keyword_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_19_ranking_bottom_co2,1337,ranking,0,0,0.75,0.6667,1.0,0.0039831300000000005,22017,364,2,4397,wrong_data
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_20_ranking_chart_erosion,1337,ranking,0,0,0.5556,0.4286,0.5,0.0038847400000000007,21974,226,2,12196,chart_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_21_comparison_close_values,1337,comparison,0,0,0.5556,0.4286,0.6667,0.00195434,10840,169,1,84904,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_22_comparison_north_south_erosion,1337,comparison,0,0,0.8889,0.8571,1.0,0.00383312,21946,155,2,4594,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_23_deep_dive_full_profile,1337,deep_dive,0,0,0.875,0.8333,1.0,0.007929330000000002,44601,526,4,8896,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_24_interpretation_policy,1337,interpretation,0,0,0.6667,0.5,1.0,0.0020444800000000004,10850,303,1,3377,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_25_tool_selection_chart_type,1337,tool_selection,0,0,0.5,0.3333,1.0,0.0019964500000000003,10847,231,1,2988,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_26_tool_selection_toggle_multiple,1337,tool_selection,0,0,0.7143,0.6,0.5,0.0018727300000000002,10853,42,1,2002,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_27_language_catalan,1337,language,1,1,1.0,1.0,1.0,0.0057931499999999995,32901,303,3,4856,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_28_language_galician,1337,language,1,1,1.0,1.0,1.0,0.00565666,32762,132,3,4387,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_29_single_analysis_erosion,1337,single_analysis,1,1,1.0,1.0,1.0,0.005659470000000001,32763,136,3,4343,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_30_single_analysis_co2,1337,single_analysis,1,1,1.0,1.0,1.0,0.005807780000000001,32824,345,3,5104,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_31_habitat_province_single,1337,habitat_analysis,0,0,0.4444,0.2857,0.0,0.0018740100000000002,10845,46,1,1997,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_32_habitat_forest_types,1337,habitat_analysis,1,1,1.0,1.0,1.0,0.00578518,33056,251,3,4578,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_33_habitat_recall_grassland,1337,habitat_analysis,1,1,1.0,1.0,1.0,0.0057401,33016,193,3,4912,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_34_habitat_chart,1337,habitat_analysis,1,1,1.0,1.0,1.0,0.00383901,22035,141,2,3076,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_35_habitat_dominant_class_recall,1337,habitat_analysis,0,0,0.8889,1.0,1.0,0.005717840000000001,33448,48,3,3391,rounds_exceeded
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_36_temporal_compare_shrubland,1337,memory,1,1,1.0,1.0,1.0,0.0019001600000000001,11092,22,1,2035,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_37_temporal_change_visual,1337,memory,1,1,1.0,1.0,1.0,0.0019168100000000001,11089,48,1,2228,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_38_cross_indicator_habitat_co2,1337,cross_indicator,0,0,0.6667,0.5714,0.6667,0.00205361,10861,314,1,97516,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_39_error_unavailable_year,1337,error_handling,1,1,1.0,1.0,1.0,0.00190086,10836,89,1,2372,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_40_error_wrong_layer,1337,error_handling,0,0,0.9,0.875,0.0,0.00194885,10831,163,1,2856,keyword_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_41_multi_muni_ranking_erosion,1337,multi_municipality_ranking,0,0,0.6,0.3333,0.0,0.0076598000000000005,44188,224,4,6079,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_42_multi_muni_ranking_co2,1337,multi_municipality_ranking,0,0,0.5,0.3333,0.0,0.0,0,0,0,6864,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_43_multi_muni_compare_three,1337,multi_municipality_ranking,0,0,0.7778,0.7143,0.75,0.0019250200000000002,10850,122,1,2420,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_44_province_aggregation_andalucia,1337,province_aggregation,1,1,1.0,1.0,1.0,0.00622053,33765,728,3,69273,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_45_province_aggregation_aragon,1337,province_aggregation,0,0,0.5714,0.4,0.5,0.00192711,10839,128,1,2753,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_46_error_recovery_typo,1337,error_recovery,1,1,1.0,1.0,1.0,0.00190201,10835,91,1,2260,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_47_error_recovery_fallback_indicator,1337,error_recovery,0,0,0.75,0.6667,0.0,0.0019225300000000002,10847,119,1,2431,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_48_error_recovery_wrong_year,1337,error_recovery,1,1,1.0,1.0,1.0,0.0039417,22080,285,2,3937,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_49_threshold_co2_high,1337,threshold,0,0,0.5714,0.4,0.5,0.00190435,10841,93,1,2237,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_50_threshold_dual_indicator,1337,threshold,0,0,0.5,0.3333,0.0,0.0,0,0,0,300103,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_51_threshold_co2_low,1337,threshold,0,0,0.5714,0.4,0.5,0.00188042,10840,57,1,2280,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_52_language_catalan_erosion,1337,language,1,1,1.0,1.0,1.0,0.0038257400000000002,21856,167,2,4111,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_53_language_basque_co2,1337,language,1,1,1.0,1.0,1.0,0.005703150000000001,32853,179,3,4340,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_54_language_galician_co2,1337,language,1,1,1.0,1.0,1.0,0.007659050000000001,44005,270,4,5297,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_55_language_basque_compare,1337,language,0,0,0.7143,0.6,1.0,0.005849640000000001,33144,326,3,6822,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_56_habitat_andalucia_forest,1337,habitat_analysis,0,0,0.5556,0.4286,0.0,0.0038514100000000004,21875,201,2,3921,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_57_temporal_multi_year,1337,temporal_change,0,0,0.6667,0.5714,0.6667,0.00214522,10868,451,1,4101,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_58_legend_co2_classes,1337,tool_selection,0,0,0.8571,0.8,1.0,0.0019860200000000002,10840,217,1,2854,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_59_legend_erosion_scale,1337,tool_selection,0,0,0.8333,0.75,1.0,0.00197333,10843,197,1,2823,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_60_legend_habitat_classes,1337,tool_selection,0,0,0.8889,0.8571,0.5,0.009852170000000002,56269,434,5,7948,keyword_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_61_list_layers_analyzable,1337,tool_selection,0,0,0.8333,0.75,1.0,0.00192266,10840,121,1,2345,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_62_list_layers_habitat_years,1337,tool_selection,0,0,0.6667,0.5714,1.0,0.0019435400000000001,10858,148,1,2738,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_63_list_layers_all_indicators,1337,tool_selection,0,0,0.8,0.6667,1.0,0.00201495,10851,258,1,2924,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_64_layer_bounds_canary_co2,1337,tool_selection,0,0,0.8333,0.75,1.0,0.0019007300000000002,10843,87,1,2164,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_65_layer_bounds_erosion_extent,1337,tool_selection,0,0,0.8,0.6667,1.0,0.0019195700000000002,10849,114,1,2544,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_66_layer_bounds_cross_border,1337,tool_selection,0,0,0.875,0.8333,1.0,0.0019473100000000003,10853,155,1,2863,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_67_multi_layer_three_indicators,1337,cross_indicator,1,1,1.0,1.0,1.0,0.0040411200000000005,22098,431,2,5528,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_68_multi_layer_nbs_profile,1337,cross_indicator,0,0,0.6667,0.5714,0.6667,0.0022778,10852,656,1,5258,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_69_multi_layer_explicit_simultaneous,1337,cross_indicator,0,0,0.5,0.3333,0.0,0.0020350900000000002,10853,288,1,27800,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_70_interpretation_investor,1337,interpretation,0,0,0.4286,0.2,0.0,0.005746170000000001,32943,221,3,4980,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_71_interpretation_habitat_co2_link,1337,interpretation,0,0,0.5,0.25,0.0,0.0018538000000000003,10862,11,1,1846,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_72_interpretation_erosion_project_risk,1337,interpretation,0,0,0.875,0.8333,1.0,0.00580216,33020,286,3,5323,wrong_data
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_73_deep_dive_municipality,1337,deep_dive,0,0,0.8889,0.8571,1.0,0.00794367,44697,523,4,8567,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_74_deep_dive_temporal_profile,1337,tool_selection,1,1,1.0,1.0,1.0,0.00374754,21726,82,2,2773,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_75_deep_dive_community_ranking,1337,deep_dive,0,0,0.5,0.3333,0.5,0.00207009,10857,340,1,3503,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_76_legend_ines_erosion_visual,1337,tool_selection,0,0,0.8333,0.75,1.0,0.00196181,10849,178,1,2802,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_77_legend_mfe_forest_map,1337,tool_selection,0,0,0.8,0.6667,1.0,0.0019461600000000002,10854,153,1,2442,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_78_legend_two_layers_compare,1337,tool_selection,0,0,0.8333,0.75,1.0,0.0020583800000000003,10858,322,1,3327,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_79_list_layers_display_only,1337,tool_selection,0,0,0.8,0.6667,1.0,0.00193507,10847,138,1,2363,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_80_list_layers_before_workflow,1337,tool_selection,0,0,0.8571,0.8,1.0,0.0022305800000000002,10846,586,1,4141,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_81_list_layers_unavailable_indicator,1337,tool_selection,0,0,0.75,0.6667,0.0,0.0019246600000000001,10844,123,1,2409,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_82_layer_bounds_ceuta_melilla,1337,tool_selection,0,0,0.5,0.25,0.0,0.0018461200000000001,10844,4,1,1819,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_83_layer_bounds_balearic_erosion,1337,tool_selection,1,1,1.0,1.0,1.0,0.00393528,21918,317,2,4779,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_84_layer_bounds_coverage_comparison,1337,tool_selection,0,0,0.8333,0.75,1.0,0.0019400900000000002,10861,142,1,3061,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_85_multi_layer_municipality_lorca,1337,cross_indicator,0,0,0.7143,0.6,0.5,0.00189528,10842,79,1,34302,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_86_multi_layer_with_chart_huelva,1337,cross_indicator,0,0,0.625,0.5,0.5,0.0018849300000000002,10851,61,1,2096,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_87_multi_layer_comparison_two_provinces,1337,deep_dive,0,0,0.7,0.625,0.6667,0.00586223,33055,368,3,22381,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_88_interpretation_restoration_castilla_leon,1337,interpretation,0,0,0.4,0.25,0.0,0.0,0,0,0,300072,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_89_interpretation_biodiversity_carbon_synergy,1337,interpretation,0,0,0.5714,0.4,0.5,0.00220011,10857,537,1,8920,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_90_interpretation_bank_risk_assessment,1337,interpretation,1,1,1.0,1.0,1.0,0.02168143,121559,1540,10,29358,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_91_deep_dive_temporal_municipality,1337,deep_dive,1,1,1.0,1.0,1.0,0.01013641,56225,876,5,10868,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_92_deep_dive_two_provinces_side_by_side,1337,deep_dive,0,0,0.5556,0.4286,0.6667,0.005877050000000001,33181,358,3,6273,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_93_deep_dive_national_policy_brief,1337,habitat_analysis,0,0,0.3,0.2222,0.0,0.0,0,0,0,300048,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_01_municipality_co2_lorca,2024,municipality,0,0,0.625,0.5,0.5,0.0018759500000000001,10837,51,1,2139,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_02_municipality_erosion_antequera,2024,municipality,1,1,1.0,1.0,1.0,0.00571731,32913,185,3,4702,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_03_municipality_province_hint,2024,municipality,1,1,1.0,1.0,1.0,0.0037960900000000002,21899,111,2,3254,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_04_municipality_multi_indicator,2024,municipality,1,1,1.0,1.0,1.0,0.00392563,22001,281,2,6725,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_05_followup_drill_down,2024,memory,0,0,0.7778,0.7143,1.0,0.0019621800000000004,11022,134,1,2720,wrong_data
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_06_followup_compare_new,2024,memory,1,1,1.0,1.0,1.0,0.00385054,22328,83,2,3282,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_07_followup_switch_indicator,2024,memory,1,1,1.0,1.0,1.0,0.007618359999999999,44414,103,4,4671,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_08_followup_chart_request,2024,memory,0,0,0.8333,0.75,0.0,0.003888300000000001,22488,99,2,3985,keyword_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_09_spatial_coastal_erosion,2024,spatial_reasoning,0,0,0.6667,0.5,1.0,0.0019018400000000001,10834,91,1,2178,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_10_spatial_inland_co2,2024,spatial_reasoning,0,0,0.5,0.25,0.0,0.00785009,44527,425,4,7169,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_11_spatial_autonomous_community,2024,spatial_reasoning,0,0,0.875,0.8333,1.0,0.010171130000000002,56767,789,5,9556,wrong_data
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_12_spatial_island_limitations,2024,spatial_reasoning,0,0,0.75,0.5,1.0,0.00189507,10833,81,1,2332,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_13_cross_indicator_tradeoff,2024,cross_indicator,0,0,0.5,0.3333,0.0,0.0,0,0,0,300087,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_14_cross_indicator_low_risk,2024,cross_indicator,0,0,0.8333,0.75,1.0,0.006159020000000001,33574,684,3,295383,wrong_data
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_15_error_nonexistent_municipality,2024,error_handling,1,1,1.0,1.0,1.0,0.00374943,21741,81,2,3554,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_16_error_wrong_indicator_name,2024,error_handling,0,0,0.8333,0.75,0.0,0.00187031,10831,44,1,2132,keyword_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_17_error_ines_stats_fabrication,2024,error_handling,0,0,0.7143,0.6,,0.0038818100000000007,21949,228,2,4408,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_18_error_fabricated_year,2024,error_handling,1,1,1.0,1.0,1.0,0.0038895600000000002,21948,240,2,4346,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_19_ranking_bottom_co2,2024,ranking,0,0,0.5,0.3333,0.5,0.0019596,10836,178,1,242629,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_20_ranking_chart_erosion,2024,ranking,0,0,0.5556,0.4286,0.5,0.00390283,21995,248,2,111674,chart_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_21_comparison_close_values,2024,comparison,0,0,0.5556,0.4286,0.6667,0.0019279400000000002,10840,129,1,3377,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_22_comparison_north_south_erosion,2024,comparison,0,0,0.7778,0.7143,1.0,0.0038890000000000005,21968,234,2,4855,wrong_data
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_23_deep_dive_full_profile,2024,deep_dive,0,0,0.625,0.5,1.0,0.00385569,21807,225,2,5640,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_24_interpretation_policy,2024,interpretation,0,0,0.8333,0.75,1.0,0.00578071,33053,245,3,4840,wrong_data
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_25_tool_selection_chart_type,2024,tool_selection,0,0,0.5,0.3333,1.0,0.0019383700000000002,10847,143,1,14616,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_26_tool_selection_toggle_multiple,2024,tool_selection,0,0,0.8571,0.8,1.0,0.0019809700000000003,10853,206,1,3187,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_27_language_catalan,2024,language,1,1,1.0,1.0,1.0,0.007606830000000001,43923,212,4,5421,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_28_language_galician,2024,language,1,1,1.0,1.0,1.0,0.0037909200000000006,21822,123,2,3928,
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_29_single_analysis_erosion,2024,single_analysis,0,0,0.5,0.3333,0.5,0.00191421,10833,110,1,2527,tool_missing
Llama 4 Scout,exp_041_llama4_scout_v5_seeds5,V5_30_single_analysis_co2,2024,single_analysis,1,1,1.0,1.0,1.0,0.0038090600000000004,21886,134,2,3860,
